dataset,score,num_clusters,method,trial
lawlow_pancreas.h5ad,0.0025396313731769885,12,gm,0
lawlow_pancreas.h5ad,0.035677075843114,13,spectral,0
lawlow_pancreas.h5ad,0.714143279400166,13,kmeans,0
lawlow_pancreas.h5ad,0.0025396313731769885,13,gm,0
lawlow_pancreas.h5ad,0.03493984618736605,14,spectral,0
lawlow_pancreas.h5ad,0.7487686426008868,14,kmeans,0
lawlow_pancreas.h5ad,0.0025396313731769885,14,gm,0
lawlow_pancreas.h5ad,0.048198552786111376,15,spectral,0
lawlow_pancreas.h5ad,0.7555498971621116,15,kmeans,0
lawlow_pancreas.h5ad,0.0025396313731769885,15,gm,0
lawlow_pancreas.h5ad,0.03346800902318452,16,spectral,0
lawlow_pancreas.h5ad,0.7508769280821295,16,kmeans,0
lawlow_pancreas.h5ad,0.0025396313731769885,16,gm,0
lawlow_pancreas.h5ad,0.032667329223776104,17,spectral,0
lawlow_pancreas.h5ad,0.7320016415760519,17,kmeans,0
lawlow_pancreas.h5ad,0.0025396313731769885,17,gm,0
lawlow_pancreas.h5ad,0.029529284560703088,18,spectral,0
lawlow_pancreas.h5ad,0.725125646666611,18,kmeans,0
lawlow_pancreas.h5ad,0.0025396313731769885,18,gm,0
lawlow_pancreas.h5ad,0.035748654746552734,19,spectral,0
lawlow_pancreas.h5ad,0.6564253049041882,19,kmeans,0
lawlow_pancreas.h5ad,0.0025396313731769885,19,gm,0
lawlow_pancreas.h5ad,0.0549023914900303,10,spectral,1
lawlow_pancreas.h5ad,0.7607384343872279,10,kmeans,1
lawlow_pancreas.h5ad,0.0025396313731769885,10,gm,1
lawlow_pancreas.h5ad,0.04768074848948516,11,spectral,1
lawlow_pancreas.h5ad,0.7862636212011754,11,kmeans,1
lawlow_pancreas.h5ad,0.0025396313731769885,11,gm,1
lawlow_pancreas.h5ad,0.03599707620199394,12,spectral,1
lawlow_pancreas.h5ad,0.7461791124099475,12,kmeans,1
lawlow_pancreas.h5ad,0.0025396313731769885,12,gm,1
lawlow_pancreas.h5ad,0.03647004531797014,13,spectral,1
lawlow_pancreas.h5ad,0.714143279400166,13,kmeans,1
lawlow_pancreas.h5ad,0.0025396313731769885,13,gm,1
lawlow_pancreas.h5ad,0.0335854850593885,14,spectral,1
lawlow_pancreas.h5ad,0.7487686426008868,14,kmeans,1
lawlow_pancreas.h5ad,0.0025396313731769885,14,gm,1
lawlow_pancreas.h5ad,0.03456094230095513,15,spectral,1
lawlow_pancreas.h5ad,0.7555498971621116,15,kmeans,1
lawlow_pancreas.h5ad,0.0025396313731769885,15,gm,1
lawlow_pancreas.h5ad,0.03357529149479725,16,spectral,1
lawlow_pancreas.h5ad,0.7508769280821295,16,kmeans,1
lawlow_pancreas.h5ad,0.0025396313731769885,16,gm,1
lawlow_pancreas.h5ad,0.03178458669432284,17,spectral,1
lawlow_pancreas.h5ad,0.7320016415760519,17,kmeans,1
lawlow_pancreas.h5ad,0.0025396313731769885,17,gm,1
lawlow_pancreas.h5ad,0.028985130578893792,18,spectral,1
lawlow_pancreas.h5ad,0.725125646666611,18,kmeans,1
lawlow_pancreas.h5ad,0.0025396313731769885,18,gm,1
lawlow_pancreas.h5ad,0.02958480839324299,19,spectral,1
lawlow_pancreas.h5ad,0.6564253049041882,19,kmeans,1
lawlow_pancreas.h5ad,0.0025396313731769885,19,gm,1
lawlow_pancreas.h5ad,0.05681299680492933,10,spectral,2
lawlow_pancreas.h5ad,0.7607384343872279,10,kmeans,2
lawlow_pancreas.h5ad,0.0025396313731769885,10,gm,2
lawlow_pancreas.h5ad,0.04250340914822403,11,spectral,2
lawlow_pancreas.h5ad,0.7862636212011754,11,kmeans,2
lawlow_pancreas.h5ad,0.0025396313731769885,11,gm,2
lawlow_pancreas.h5ad,0.04028549811583828,12,spectral,2
lawlow_pancreas.h5ad,0.7461791124099475,12,kmeans,2
lawlow_pancreas.h5ad,0.0025396313731769885,12,gm,2
lawlow_pancreas.h5ad,0.035380909723376854,13,spectral,2
lawlow_pancreas.h5ad,0.714143279400166,13,kmeans,2
lawlow_pancreas.h5ad,0.0025396313731769885,13,gm,2
lawlow_pancreas.h5ad,0.03215683496328996,14,spectral,2
lawlow_pancreas.h5ad,0.7487686426008868,14,kmeans,2
lawlow_pancreas.h5ad,0.0025396313731769885,14,gm,2
lawlow_pancreas.h5ad,0.033817870251286734,15,spectral,2
lawlow_pancreas.h5ad,0.7555498971621116,15,kmeans,2
lawlow_pancreas.h5ad,0.0025396313731769885,15,gm,2
lawlow_pancreas.h5ad,0.03243931243144728,16,spectral,2
lawlow_pancreas.h5ad,0.7508769280821295,16,kmeans,2
lawlow_pancreas.h5ad,0.0025396313731769885,16,gm,2
lawlow_pancreas.h5ad,0.03313473189904966,17,spectral,2
lawlow_pancreas.h5ad,0.7320016415760519,17,kmeans,2
lawlow_pancreas.h5ad,0.0025396313731769885,17,gm,2
lawlow_pancreas.h5ad,0.04409680518804189,18,spectral,2
lawlow_pancreas.h5ad,0.725125646666611,18,kmeans,2
lawlow_pancreas.h5ad,0.0025396313731769885,18,gm,2
lawlow_pancreas.h5ad,0.026304461492635305,19,spectral,2
lawlow_pancreas.h5ad,0.6564253049041882,19,kmeans,2
lawlow_pancreas.h5ad,0.0025396313731769885,19,gm,2
lawlow_pancreas.h5ad,0.06661011729096694,10,spectral,3
lawlow_pancreas.h5ad,0.7607384343872279,10,kmeans,3
lawlow_pancreas.h5ad,0.0025396313731769885,10,gm,3
lawlow_pancreas.h5ad,0.04702003064434942,11,spectral,3
lawlow_pancreas.h5ad,0.7862636212011754,11,kmeans,3
lawlow_pancreas.h5ad,0.0025396313731769885,11,gm,3
lawlow_pancreas.h5ad,0.04097436853990898,12,spectral,3
lawlow_pancreas.h5ad,0.7461791124099475,12,kmeans,3
lawlow_pancreas.h5ad,0.0025396313731769885,12,gm,3
lawlow_pancreas.h5ad,0.037890472495603816,13,spectral,3
lawlow_pancreas.h5ad,0.714143279400166,13,kmeans,3
lawlow_pancreas.h5ad,0.0025396313731769885,13,gm,3
lawlow_pancreas.h5ad,0.03356167596840492,14,spectral,3
lawlow_pancreas.h5ad,0.7487686426008868,14,kmeans,3
lawlow_pancreas.h5ad,0.0025396313731769885,14,gm,3
lawlow_pancreas.h5ad,0.050243707174285716,15,spectral,3
lawlow_pancreas.h5ad,0.7555498971621116,15,kmeans,3
lawlow_pancreas.h5ad,0.0025396313731769885,15,gm,3
lawlow_pancreas.h5ad,0.028759390857842758,16,spectral,3
lawlow_pancreas.h5ad,0.7508769280821295,16,kmeans,3
lawlow_pancreas.h5ad,0.0025396313731769885,16,gm,3
lawlow_pancreas.h5ad,0.0332048902045912,17,spectral,3
lawlow_pancreas.h5ad,0.7320016415760519,17,kmeans,3
lawlow_pancreas.h5ad,0.0025396313731769885,17,gm,3
lawlow_pancreas.h5ad,0.03273827344686816,18,spectral,3
lawlow_pancreas.h5ad,0.725125646666611,18,kmeans,3
lawlow_pancreas.h5ad,0.0025396313731769885,18,gm,3
lawlow_pancreas.h5ad,0.04477472514280212,19,spectral,3
lawlow_pancreas.h5ad,0.6564253049041882,19,kmeans,3
lawlow_pancreas.h5ad,0.0025396313731769885,19,gm,3
lawlow_pancreas.h5ad,0.07207010130188518,10,spectral,4
lawlow_pancreas.h5ad,0.7607384343872279,10,kmeans,4
lawlow_pancreas.h5ad,0.0025396313731769885,10,gm,4
lawlow_pancreas.h5ad,0.048970349758008874,11,spectral,4
lawlow_pancreas.h5ad,0.7862636212011754,11,kmeans,4
lawlow_pancreas.h5ad,0.0025396313731769885,11,gm,4
lawlow_pancreas.h5ad,0.03515784729301151,12,spectral,4
lawlow_pancreas.h5ad,0.7461791124099475,12,kmeans,4
lawlow_pancreas.h5ad,0.0025396313731769885,12,gm,4
lawlow_pancreas.h5ad,0.03685661136150065,13,spectral,4
lawlow_pancreas.h5ad,0.714143279400166,13,kmeans,4
lawlow_pancreas.h5ad,0.0025396313731769885,13,gm,4
lawlow_pancreas.h5ad,0.03216586830987291,14,spectral,4
lawlow_pancreas.h5ad,0.7487686426008868,14,kmeans,4
lawlow_pancreas.h5ad,0.0025396313731769885,14,gm,4
lawlow_pancreas.h5ad,0.035516872167404935,15,spectral,4
lawlow_pancreas.h5ad,0.7555498971621116,15,kmeans,4
lawlow_pancreas.h5ad,0.0025396313731769885,15,gm,4
lawlow_pancreas.h5ad,0.03374235585829345,16,spectral,4
lawlow_pancreas.h5ad,0.7508769280821295,16,kmeans,4
lawlow_pancreas.h5ad,0.0025396313731769885,16,gm,4
lawlow_pancreas.h5ad,0.029944497021760465,17,spectral,4
lawlow_pancreas.h5ad,0.7320016415760519,17,kmeans,4
lawlow_pancreas.h5ad,0.0025396313731769885,17,gm,4
lawlow_pancreas.h5ad,0.02829399334119215,18,spectral,4
lawlow_pancreas.h5ad,0.725125646666611,18,kmeans,4
lawlow_pancreas.h5ad,0.0025396313731769885,18,gm,4
lawlow_pancreas.h5ad,0.03280859044573575,19,spectral,4
lawlow_pancreas.h5ad,0.6564253049041882,19,kmeans,4
lawlow_pancreas.h5ad,0.0025396313731769885,19,gm,4
ReprocessedAllenData.h5ad,0.141126871541011,10,spectral,0
ReprocessedAllenData.h5ad,0.26323795895424457,10,kmeans,0
ReprocessedAllenData.h5ad,0.11678359091698073,10,gm,0
ReprocessedAllenData.h5ad,0.17391205620006403,11,spectral,0
ReprocessedAllenData.h5ad,0.35572669771503357,11,kmeans,0
ReprocessedAllenData.h5ad,0.11678359091698073,11,gm,0
ReprocessedAllenData.h5ad,0.21673515217861022,12,spectral,0
ReprocessedAllenData.h5ad,0.3929922676830626,12,kmeans,0
ReprocessedAllenData.h5ad,0.11678359091698073,12,gm,0
ReprocessedAllenData.h5ad,0.16933700469725174,13,spectral,0
ReprocessedAllenData.h5ad,0.21104305079416938,13,kmeans,0
ReprocessedAllenData.h5ad,0.11678359091698073,13,gm,0
ReprocessedAllenData.h5ad,0.2002718053071762,14,spectral,0
ReprocessedAllenData.h5ad,0.41071185051026077,14,kmeans,0
ReprocessedAllenData.h5ad,0.11678359091698073,14,gm,0
ReprocessedAllenData.h5ad,0.20026099071878298,15,spectral,0
ReprocessedAllenData.h5ad,0.4405787875895659,15,kmeans,0
ReprocessedAllenData.h5ad,0.11678359091698073,15,gm,0
ReprocessedAllenData.h5ad,0.1585174381981775,16,spectral,0
ReprocessedAllenData.h5ad,0.22991278605633628,16,kmeans,0
ReprocessedAllenData.h5ad,0.11678359091698073,16,gm,0
ReprocessedAllenData.h5ad,0.11965831684710199,17,spectral,0
ReprocessedAllenData.h5ad,0.338457445979676,17,kmeans,0
ReprocessedAllenData.h5ad,0.11678359091698073,17,gm,0
ReprocessedAllenData.h5ad,0.17209765722616008,18,spectral,0
ReprocessedAllenData.h5ad,0.45093725297034276,18,kmeans,0
ReprocessedAllenData.h5ad,0.11678359091698073,18,gm,0
ReprocessedAllenData.h5ad,0.22626489550551754,19,spectral,0
ReprocessedAllenData.h5ad,0.25863490008382467,19,kmeans,0
ReprocessedAllenData.h5ad,0.11678359091698073,19,gm,0
ReprocessedAllenData.h5ad,0.19297524592712986,10,spectral,1
ReprocessedAllenData.h5ad,0.26323795895424457,10,kmeans,1
ReprocessedAllenData.h5ad,0.11678359091698073,10,gm,1
ReprocessedAllenData.h5ad,0.1741954158633307,11,spectral,1
ReprocessedAllenData.h5ad,0.35572669771503357,11,kmeans,1
ReprocessedAllenData.h5ad,0.11678359091698073,11,gm,1
ReprocessedAllenData.h5ad,0.2240734885526755,12,spectral,1
ReprocessedAllenData.h5ad,0.3929922676830626,12,kmeans,1
ReprocessedAllenData.h5ad,0.11678359091698073,12,gm,1
ReprocessedAllenData.h5ad,0.2093336146770893,13,spectral,1
ReprocessedAllenData.h5ad,0.21104305079416938,13,kmeans,1
ReprocessedAllenData.h5ad,0.11678359091698073,13,gm,1
ReprocessedAllenData.h5ad,0.163036518888888,14,spectral,1
ReprocessedAllenData.h5ad,0.41071185051026077,14,kmeans,1
ReprocessedAllenData.h5ad,0.11678359091698073,14,gm,1
ReprocessedAllenData.h5ad,0.14335363321040825,15,spectral,1
ReprocessedAllenData.h5ad,0.4405787875895659,15,kmeans,1
ReprocessedAllenData.h5ad,0.11678359091698073,15,gm,1
ReprocessedAllenData.h5ad,0.16384045604466843,16,spectral,1
ReprocessedAllenData.h5ad,0.22991278605633628,16,kmeans,1
ReprocessedAllenData.h5ad,0.11678359091698073,16,gm,1
ReprocessedAllenData.h5ad,0.1228940383528235,17,spectral,1
ReprocessedAllenData.h5ad,0.338457445979676,17,kmeans,1
ReprocessedAllenData.h5ad,0.11678359091698073,17,gm,1
ReprocessedAllenData.h5ad,0.1885183311987478,18,spectral,1
ReprocessedAllenData.h5ad,0.45093725297034276,18,kmeans,1
ReprocessedAllenData.h5ad,0.11678359091698073,18,gm,1
ReprocessedAllenData.h5ad,0.1827321108500564,19,spectral,1
ReprocessedAllenData.h5ad,0.25863490008382467,19,kmeans,1
ReprocessedAllenData.h5ad,0.11678359091698073,19,gm,1
ReprocessedAllenData.h5ad,0.19297524592712986,10,spectral,2
ReprocessedAllenData.h5ad,0.26323795895424457,10,kmeans,2
ReprocessedAllenData.h5ad,0.11678359091698073,10,gm,2
ReprocessedAllenData.h5ad,0.17391205620006403,11,spectral,2
ReprocessedAllenData.h5ad,0.35572669771503357,11,kmeans,2
ReprocessedAllenData.h5ad,0.11678359091698073,11,gm,2
ReprocessedAllenData.h5ad,0.2257603321127829,12,spectral,2
ReprocessedAllenData.h5ad,0.3929922676830626,12,kmeans,2
ReprocessedAllenData.h5ad,0.11678359091698073,12,gm,2
ReprocessedAllenData.h5ad,0.17234915882625537,13,spectral,2
ReprocessedAllenData.h5ad,0.21104305079416938,13,kmeans,2
ReprocessedAllenData.h5ad,0.11678359091698073,13,gm,2
ReprocessedAllenData.h5ad,0.16184421863566145,14,spectral,2
ReprocessedAllenData.h5ad,0.41071185051026077,14,kmeans,2
ReprocessedAllenData.h5ad,0.11678359091698073,14,gm,2
ReprocessedAllenData.h5ad,0.16624350753125383,15,spectral,2
ReprocessedAllenData.h5ad,0.4405787875895659,15,kmeans,2
ReprocessedAllenData.h5ad,0.11678359091698073,15,gm,2
ReprocessedAllenData.h5ad,0.18045041760623814,16,spectral,2
ReprocessedAllenData.h5ad,0.22991278605633628,16,kmeans,2
ReprocessedAllenData.h5ad,0.11678359091698073,16,gm,2
ReprocessedAllenData.h5ad,0.17073033656896766,17,spectral,2
ReprocessedAllenData.h5ad,0.338457445979676,17,kmeans,2
ReprocessedAllenData.h5ad,0.11678359091698073,17,gm,2
ReprocessedAllenData.h5ad,0.16088380031366198,18,spectral,2
ReprocessedAllenData.h5ad,0.45093725297034276,18,kmeans,2
ReprocessedAllenData.h5ad,0.11678359091698073,18,gm,2
ReprocessedAllenData.h5ad,0.1702776151946034,19,spectral,2
ReprocessedAllenData.h5ad,0.25863490008382467,19,kmeans,2
ReprocessedAllenData.h5ad,0.11678359091698073,19,gm,2
ReprocessedAllenData.h5ad,0.141126871541011,10,spectral,3
ReprocessedAllenData.h5ad,0.26323795895424457,10,kmeans,3
ReprocessedAllenData.h5ad,0.11678359091698073,10,gm,3
ReprocessedAllenData.h5ad,0.17274224594941567,11,spectral,3
ReprocessedAllenData.h5ad,0.35572669771503357,11,kmeans,3
ReprocessedAllenData.h5ad,0.11678359091698073,11,gm,3
ReprocessedAllenData.h5ad,0.18102020965447152,12,spectral,3
ReprocessedAllenData.h5ad,0.3929922676830626,12,kmeans,3
ReprocessedAllenData.h5ad,0.11678359091698073,12,gm,3
ReprocessedAllenData.h5ad,0.16933700469725174,13,spectral,3
ReprocessedAllenData.h5ad,0.21104305079416938,13,kmeans,3
ReprocessedAllenData.h5ad,0.11678359091698073,13,gm,3
ReprocessedAllenData.h5ad,0.1751197029970026,14,spectral,3
ReprocessedAllenData.h5ad,0.41071185051026077,14,kmeans,3
ReprocessedAllenData.h5ad,0.11678359091698073,14,gm,3
ReprocessedAllenData.h5ad,0.1643473003444585,15,spectral,3
ReprocessedAllenData.h5ad,0.4405787875895659,15,kmeans,3
ReprocessedAllenData.h5ad,0.11678359091698073,15,gm,3
ReprocessedAllenData.h5ad,0.19461745104323613,16,spectral,3
ReprocessedAllenData.h5ad,0.22991278605633628,16,kmeans,3
ReprocessedAllenData.h5ad,0.11678359091698073,16,gm,3
ReprocessedAllenData.h5ad,0.23242382268643486,17,spectral,3
ReprocessedAllenData.h5ad,0.338457445979676,17,kmeans,3
ReprocessedAllenData.h5ad,0.11678359091698073,17,gm,3
ReprocessedAllenData.h5ad,0.19503916763794887,18,spectral,3
ReprocessedAllenData.h5ad,0.45093725297034276,18,kmeans,3
ReprocessedAllenData.h5ad,0.11678359091698073,18,gm,3
ReprocessedAllenData.h5ad,0.22505986291086122,19,spectral,3
ReprocessedAllenData.h5ad,0.25863490008382467,19,kmeans,3
ReprocessedAllenData.h5ad,0.11678359091698073,19,gm,3
ReprocessedAllenData.h5ad,0.141126871541011,10,spectral,4
ReprocessedAllenData.h5ad,0.26323795895424457,10,kmeans,4
ReprocessedAllenData.h5ad,0.11678359091698073,10,gm,4
ReprocessedAllenData.h5ad,0.1741954158633307,11,spectral,4
ReprocessedAllenData.h5ad,0.35572669771503357,11,kmeans,4
ReprocessedAllenData.h5ad,0.11678359091698073,11,gm,4
ReprocessedAllenData.h5ad,0.17872977387629163,12,spectral,4
ReprocessedAllenData.h5ad,0.3929922676830626,12,kmeans,4
ReprocessedAllenData.h5ad,0.11678359091698073,12,gm,4
ReprocessedAllenData.h5ad,0.16886044232755398,13,spectral,4
ReprocessedAllenData.h5ad,0.21104305079416938,13,kmeans,4
ReprocessedAllenData.h5ad,0.11678359091698073,13,gm,4
ReprocessedAllenData.h5ad,0.20421160662298116,14,spectral,4
ReprocessedAllenData.h5ad,0.41071185051026077,14,kmeans,4
ReprocessedAllenData.h5ad,0.11678359091698073,14,gm,4
ReprocessedAllenData.h5ad,0.15304274990728478,15,spectral,4
ReprocessedAllenData.h5ad,0.4405787875895659,15,kmeans,4
ReprocessedAllenData.h5ad,0.11678359091698073,15,gm,4
ReprocessedAllenData.h5ad,0.16473475955690037,16,spectral,4
ReprocessedAllenData.h5ad,0.22991278605633628,16,kmeans,4
ReprocessedAllenData.h5ad,0.11678359091698073,16,gm,4
ReprocessedAllenData.h5ad,0.16250931630412974,17,spectral,4
ReprocessedAllenData.h5ad,0.338457445979676,17,kmeans,4
ReprocessedAllenData.h5ad,0.11678359091698073,17,gm,4
ReprocessedAllenData.h5ad,0.16968052328965344,18,spectral,4
ReprocessedAllenData.h5ad,0.45093725297034276,18,kmeans,4
ReprocessedAllenData.h5ad,0.11678359091698073,18,gm,4
ReprocessedAllenData.h5ad,0.17234618663572068,19,spectral,4
ReprocessedAllenData.h5ad,0.25863490008382467,19,kmeans,4
ReprocessedAllenData.h5ad,0.11678359091698073,19,gm,4
hermann_spermatogenesis.h5ad,0.2517830630343819,10,spectral,0
hermann_spermatogenesis.h5ad,0.2743286456364333,10,kmeans,0
hermann_spermatogenesis.h5ad,0.14179441532096335,10,gm,0
hermann_spermatogenesis.h5ad,0.2407578837499728,11,spectral,0
hermann_spermatogenesis.h5ad,0.24195959335834155,11,kmeans,0
hermann_spermatogenesis.h5ad,0.14179441532096335,11,gm,0
hermann_spermatogenesis.h5ad,0.2641101834297747,12,spectral,0
hermann_spermatogenesis.h5ad,0.2714847083327696,12,kmeans,0
hermann_spermatogenesis.h5ad,0.14179441532096335,12,gm,0
hermann_spermatogenesis.h5ad,0.2518818492265909,13,spectral,0
hermann_spermatogenesis.h5ad,0.2537887941377857,13,kmeans,0
hermann_spermatogenesis.h5ad,0.14179441532096335,13,gm,0
hermann_spermatogenesis.h5ad,0.2272334671019187,14,spectral,0
hermann_spermatogenesis.h5ad,0.25314195221344976,14,kmeans,0
hermann_spermatogenesis.h5ad,0.14179441532096335,14,gm,0
hermann_spermatogenesis.h5ad,0.21652802172554228,15,spectral,0
hermann_spermatogenesis.h5ad,0.2531305633555181,15,kmeans,0
hermann_spermatogenesis.h5ad,0.14179441532096335,15,gm,0
hermann_spermatogenesis.h5ad,0.20386534220328326,16,spectral,0
hermann_spermatogenesis.h5ad,0.25313695592603563,16,kmeans,0
hermann_spermatogenesis.h5ad,0.14179441532096335,16,gm,0
hermann_spermatogenesis.h5ad,0.19549234928978676,17,spectral,0
hermann_spermatogenesis.h5ad,0.2349326569240083,17,kmeans,0
hermann_spermatogenesis.h5ad,0.14179441532096335,17,gm,0
hermann_spermatogenesis.h5ad,0.18952995432880657,18,spectral,0
hermann_spermatogenesis.h5ad,0.236190981388494,18,kmeans,0
hermann_spermatogenesis.h5ad,0.14179441532096335,18,gm,0
hermann_spermatogenesis.h5ad,0.17395856192235956,19,spectral,0
hermann_spermatogenesis.h5ad,0.2914206386936623,19,kmeans,0
hermann_spermatogenesis.h5ad,0.14179441532096335,19,gm,0
hermann_spermatogenesis.h5ad,0.25134319309820435,10,spectral,1
hermann_spermatogenesis.h5ad,0.2743286456364333,10,kmeans,1
hermann_spermatogenesis.h5ad,0.14179441532096335,10,gm,1
hermann_spermatogenesis.h5ad,0.24080986335694962,11,spectral,1
hermann_spermatogenesis.h5ad,0.24195959335834155,11,kmeans,1
hermann_spermatogenesis.h5ad,0.14179441532096335,11,gm,1
hermann_spermatogenesis.h5ad,0.2641101834297747,12,spectral,1
hermann_spermatogenesis.h5ad,0.2714847083327696,12,kmeans,1
hermann_spermatogenesis.h5ad,0.14179441532096335,12,gm,1
hermann_spermatogenesis.h5ad,0.2518818492265909,13,spectral,1
hermann_spermatogenesis.h5ad,0.2537887941377857,13,kmeans,1
hermann_spermatogenesis.h5ad,0.14179441532096335,13,gm,1
hermann_spermatogenesis.h5ad,0.22682231311137988,14,spectral,1
hermann_spermatogenesis.h5ad,0.25314195221344976,14,kmeans,1
hermann_spermatogenesis.h5ad,0.14179441532096335,14,gm,1
hermann_spermatogenesis.h5ad,0.21652687247543081,15,spectral,1
hermann_spermatogenesis.h5ad,0.2531305633555181,15,kmeans,1
hermann_spermatogenesis.h5ad,0.14179441532096335,15,gm,1
hermann_spermatogenesis.h5ad,0.20368655780604034,16,spectral,1
hermann_spermatogenesis.h5ad,0.25313695592603563,16,kmeans,1
hermann_spermatogenesis.h5ad,0.14179441532096335,16,gm,1
hermann_spermatogenesis.h5ad,0.19534508814910428,17,spectral,1
hermann_spermatogenesis.h5ad,0.2349326569240083,17,kmeans,1
hermann_spermatogenesis.h5ad,0.14179441532096335,17,gm,1
hermann_spermatogenesis.h5ad,0.19794847221616949,18,spectral,1
hermann_spermatogenesis.h5ad,0.236190981388494,18,kmeans,1
hermann_spermatogenesis.h5ad,0.14179441532096335,18,gm,1
hermann_spermatogenesis.h5ad,0.1744046836336979,19,spectral,1
hermann_spermatogenesis.h5ad,0.2914206386936623,19,kmeans,1
hermann_spermatogenesis.h5ad,0.14179441532096335,19,gm,1
hermann_spermatogenesis.h5ad,0.25134319309820435,10,spectral,2
hermann_spermatogenesis.h5ad,0.2743286456364333,10,kmeans,2
hermann_spermatogenesis.h5ad,0.14179441532096335,10,gm,2
hermann_spermatogenesis.h5ad,0.24080986335694962,11,spectral,2
hermann_spermatogenesis.h5ad,0.24195959335834155,11,kmeans,2
hermann_spermatogenesis.h5ad,0.14179441532096335,11,gm,2
hermann_spermatogenesis.h5ad,0.2641101834297747,12,spectral,2
hermann_spermatogenesis.h5ad,0.2714847083327696,12,kmeans,2
hermann_spermatogenesis.h5ad,0.14179441532096335,12,gm,2
hermann_spermatogenesis.h5ad,0.2534443672929644,13,spectral,2
hermann_spermatogenesis.h5ad,0.2537887941377857,13,kmeans,2
hermann_spermatogenesis.h5ad,0.14179441532096335,13,gm,2
hermann_spermatogenesis.h5ad,0.22699276644879407,14,spectral,2
hermann_spermatogenesis.h5ad,0.25314195221344976,14,kmeans,2
hermann_spermatogenesis.h5ad,0.14179441532096335,14,gm,2
hermann_spermatogenesis.h5ad,0.21518390476346672,15,spectral,2
hermann_spermatogenesis.h5ad,0.2531305633555181,15,kmeans,2
hermann_spermatogenesis.h5ad,0.14179441532096335,15,gm,2
hermann_spermatogenesis.h5ad,0.20316319063304505,16,spectral,2
hermann_spermatogenesis.h5ad,0.25313695592603563,16,kmeans,2
hermann_spermatogenesis.h5ad,0.14179441532096335,16,gm,2
hermann_spermatogenesis.h5ad,0.19596742919882784,17,spectral,2
hermann_spermatogenesis.h5ad,0.2349326569240083,17,kmeans,2
hermann_spermatogenesis.h5ad,0.14179441532096335,17,gm,2
hermann_spermatogenesis.h5ad,0.1846819420799707,18,spectral,2
hermann_spermatogenesis.h5ad,0.236190981388494,18,kmeans,2
hermann_spermatogenesis.h5ad,0.14179441532096335,18,gm,2
hermann_spermatogenesis.h5ad,0.17429470365286995,19,spectral,2
hermann_spermatogenesis.h5ad,0.2914206386936623,19,kmeans,2
hermann_spermatogenesis.h5ad,0.14179441532096335,19,gm,2
hermann_spermatogenesis.h5ad,0.2517308010043377,10,spectral,3
hermann_spermatogenesis.h5ad,0.2743286456364333,10,kmeans,3
hermann_spermatogenesis.h5ad,0.14179441532096335,10,gm,3
hermann_spermatogenesis.h5ad,0.24271689095155785,11,spectral,3
hermann_spermatogenesis.h5ad,0.24195959335834155,11,kmeans,3
hermann_spermatogenesis.h5ad,0.14179441532096335,11,gm,3
hermann_spermatogenesis.h5ad,0.2641101834297747,12,spectral,3
hermann_spermatogenesis.h5ad,0.2714847083327696,12,kmeans,3
hermann_spermatogenesis.h5ad,0.14179441532096335,12,gm,3
hermann_spermatogenesis.h5ad,0.2516950992800182,13,spectral,3
hermann_spermatogenesis.h5ad,0.2537887941377857,13,kmeans,3
hermann_spermatogenesis.h5ad,0.14179441532096335,13,gm,3
hermann_spermatogenesis.h5ad,0.22682231311137988,14,spectral,3
hermann_spermatogenesis.h5ad,0.25314195221344976,14,kmeans,3
hermann_spermatogenesis.h5ad,0.14179441532096335,14,gm,3
hermann_spermatogenesis.h5ad,0.21607256390229987,15,spectral,3
hermann_spermatogenesis.h5ad,0.2531305633555181,15,kmeans,3
hermann_spermatogenesis.h5ad,0.14179441532096335,15,gm,3
hermann_spermatogenesis.h5ad,0.20309409464739261,16,spectral,3
hermann_spermatogenesis.h5ad,0.25313695592603563,16,kmeans,3
hermann_spermatogenesis.h5ad,0.14179441532096335,16,gm,3
hermann_spermatogenesis.h5ad,0.19493824931942685,17,spectral,3
hermann_spermatogenesis.h5ad,0.2349326569240083,17,kmeans,3
hermann_spermatogenesis.h5ad,0.14179441532096335,17,gm,3
hermann_spermatogenesis.h5ad,0.18966217889085454,18,spectral,3
hermann_spermatogenesis.h5ad,0.236190981388494,18,kmeans,3
hermann_spermatogenesis.h5ad,0.14179441532096335,18,gm,3
hermann_spermatogenesis.h5ad,0.1743584198742811,19,spectral,3
hermann_spermatogenesis.h5ad,0.2914206386936623,19,kmeans,3
hermann_spermatogenesis.h5ad,0.14179441532096335,19,gm,3
hermann_spermatogenesis.h5ad,0.2512910246370915,10,spectral,4
hermann_spermatogenesis.h5ad,0.2743286456364333,10,kmeans,4
hermann_spermatogenesis.h5ad,0.14179441532096335,10,gm,4
hermann_spermatogenesis.h5ad,0.24271689095155785,11,spectral,4
hermann_spermatogenesis.h5ad,0.24195959335834155,11,kmeans,4
hermann_spermatogenesis.h5ad,0.14179441532096335,11,gm,4
hermann_spermatogenesis.h5ad,0.2641101834297747,12,spectral,4
hermann_spermatogenesis.h5ad,0.2714847083327696,12,kmeans,4
hermann_spermatogenesis.h5ad,0.14179441532096335,12,gm,4
hermann_spermatogenesis.h5ad,0.2516950992800182,13,spectral,4
hermann_spermatogenesis.h5ad,0.2537887941377857,13,kmeans,4
