,dataset,silhouette_score,num_clusters,method,trial,labels,ground_truth
0,darmanis_brain.h5ad,0.033235457,2,kmeans,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 1
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 0 1 1 0 1 0 1 1 1 0
 1 1 1 1 0 1 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 1 1 0 1 1 0
 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 1 1 0 1 0 0 0 0 0 1 0 1 1 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[8 5 8 5 5 8 8 5 5 5 8 5 5 5 1 5 5 5 8 8 8 8 0 8 5 5 5 8 8 8 8 8 0 0 5 0 0
 0 0 6 0 5 0 0 0 0 0 6 6 0 0 0 6 0 6 6 6 0 5 7 7 1 7 6 7 5 7 1 7 7 7 7 7 8
 7 7 5 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 1 7 7 7 1 7 7 2 7 7 1 7 7 7 1 7 1
 7 7 7 7 7 7 7 7 7 7 1 2 6 2 6 6 1 6 1 7 7 3 2 7 1 1 5 7 1 5 7 5 7 5 1 1 8
 5 1 1 5 5 5 7 1 1 5 1 5 1 7 7 7 7 5 7 7 7 7 7 7 1 5 1 7 5 1 1 1 1 7 1 1 1
 1 5 7 1 1 1 1 7 1 1 1 1 1 1 5 1 1 1 5 5 5 5 1 1 7 1 1 2 7 2 2 7 8 2 7 7 2
 8 2 7 2 8 2 2 2 7 2 7 7 7 7 7 7 2 7 7 2 7 7 7 6 2 8 8 8 7 2 8 8 8 2 7 7 7
 8 7 5 8 7 7 7 7 7 7 8 7 1 7 5 7 7 7 7 7 7 7 7 7 5 8 7 8 7 8 7 5 8 7 8 5 7
 8 1 7 7 7 7 8 1 7 7 7 5 8 8 7 7 5 1 1 1 1 6 6 1 1 7 1 7 7 6 7 7 1 7 1 1 4
 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 3
 3 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3
 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3]"
1,darmanis_brain.h5ad,-0.008398972,2,spectral,0,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 1 1 0 1 0 1 0 1 1 0 0 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1]","[8 5 8 5 5 8 8 5 5 5 8 5 5 5 1 5 5 5 8 8 8 8 0 8 5 5 5 8 8 8 8 8 0 0 5 0 0
 0 0 6 0 5 0 0 0 0 0 6 6 0 0 0 6 0 6 6 6 0 5 7 7 1 7 6 7 5 7 1 7 7 7 7 7 8
 7 7 5 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 1 7 7 7 1 7 7 2 7 7 1 7 7 7 1 7 1
 7 7 7 7 7 7 7 7 7 7 1 2 6 2 6 6 1 6 1 7 7 3 2 7 1 1 5 7 1 5 7 5 7 5 1 1 8
 5 1 1 5 5 5 7 1 1 5 1 5 1 7 7 7 7 5 7 7 7 7 7 7 1 5 1 7 5 1 1 1 1 7 1 1 1
 1 5 7 1 1 1 1 7 1 1 1 1 1 1 5 1 1 1 5 5 5 5 1 1 7 1 1 2 7 2 2 7 8 2 7 7 2
 8 2 7 2 8 2 2 2 7 2 7 7 7 7 7 7 2 7 7 2 7 7 7 6 2 8 8 8 7 2 8 8 8 2 7 7 7
 8 7 5 8 7 7 7 7 7 7 8 7 1 7 5 7 7 7 7 7 7 7 7 7 5 8 7 8 7 8 7 5 8 7 8 5 7
 8 1 7 7 7 7 8 1 7 7 7 5 8 8 7 7 5 1 1 1 1 6 6 1 1 7 1 7 7 6 7 7 1 7 1 1 4
 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 3
 3 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3
 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3]"
2,darmanis_brain.h5ad,0.04328871,2,gm,0,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 0
 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1 0 0 1 1 0 0 1 1 1 1 0 0 1
 1 0 0 1 1 0 1 0 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 0 0 0 0 1 1 0 1
 0 1 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1 1 1 1 0 0 1 0 0 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 0 0 1 0 1 1 1 1 1 0 1 0 0 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[8 5 8 5 5 8 8 5 5 5 8 5 5 5 1 5 5 5 8 8 8 8 0 8 5 5 5 8 8 8 8 8 0 0 5 0 0
 0 0 6 0 5 0 0 0 0 0 6 6 0 0 0 6 0 6 6 6 0 5 7 7 1 7 6 7 5 7 1 7 7 7 7 7 8
 7 7 5 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 1 7 7 7 1 7 7 2 7 7 1 7 7 7 1 7 1
 7 7 7 7 7 7 7 7 7 7 1 2 6 2 6 6 1 6 1 7 7 3 2 7 1 1 5 7 1 5 7 5 7 5 1 1 8
 5 1 1 5 5 5 7 1 1 5 1 5 1 7 7 7 7 5 7 7 7 7 7 7 1 5 1 7 5 1 1 1 1 7 1 1 1
 1 5 7 1 1 1 1 7 1 1 1 1 1 1 5 1 1 1 5 5 5 5 1 1 7 1 1 2 7 2 2 7 8 2 7 7 2
 8 2 7 2 8 2 2 2 7 2 7 7 7 7 7 7 2 7 7 2 7 7 7 6 2 8 8 8 7 2 8 8 8 2 7 7 7
 8 7 5 8 7 7 7 7 7 7 8 7 1 7 5 7 7 7 7 7 7 7 7 7 5 8 7 8 7 8 7 5 8 7 8 5 7
 8 1 7 7 7 7 8 1 7 7 7 5 8 8 7 7 5 1 1 1 1 6 6 1 1 7 1 7 7 6 7 7 1 7 1 1 4
 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 3
 3 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3
 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3]"
3,darmanis_brain.h5ad,0.047224592,3,kmeans,0,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1
 1 2 2 1 1 2 1 1 1 1 1 2 2 1 1 1 2 2 2 2 1 1 1 1 0 1 2 1 1 1 0 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 0
 1 1 1 1 1 1 1 1 1 1 0 1 2 1 2 2 0 2 0 1 1 1 1 1 0 0 1 1 0 0 1 1 1 1 0 0 1
 1 0 0 1 1 0 1 0 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 0 0 0 0 1 1 0 1
 0 1 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1 1 1 2 0 0 1 0 0 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 0 0 2 2 0 0 1 0 1 1 2 1 1 0 1 0 0 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[8 5 8 5 5 8 8 5 5 5 8 5 5 5 1 5 5 5 8 8 8 8 0 8 5 5 5 8 8 8 8 8 0 0 5 0 0
 0 0 6 0 5 0 0 0 0 0 6 6 0 0 0 6 0 6 6 6 0 5 7 7 1 7 6 7 5 7 1 7 7 7 7 7 8
 7 7 5 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 1 7 7 7 1 7 7 2 7 7 1 7 7 7 1 7 1
 7 7 7 7 7 7 7 7 7 7 1 2 6 2 6 6 1 6 1 7 7 3 2 7 1 1 5 7 1 5 7 5 7 5 1 1 8
 5 1 1 5 5 5 7 1 1 5 1 5 1 7 7 7 7 5 7 7 7 7 7 7 1 5 1 7 5 1 1 1 1 7 1 1 1
 1 5 7 1 1 1 1 7 1 1 1 1 1 1 5 1 1 1 5 5 5 5 1 1 7 1 1 2 7 2 2 7 8 2 7 7 2
 8 2 7 2 8 2 2 2 7 2 7 7 7 7 7 7 2 7 7 2 7 7 7 6 2 8 8 8 7 2 8 8 8 2 7 7 7
 8 7 5 8 7 7 7 7 7 7 8 7 1 7 5 7 7 7 7 7 7 7 7 7 5 8 7 8 7 8 7 5 8 7 8 5 7
 8 1 7 7 7 7 8 1 7 7 7 5 8 8 7 7 5 1 1 1 1 6 6 1 1 7 1 7 7 6 7 7 1 7 1 1 4
 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 3
 3 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3
 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3]"
4,darmanis_brain.h5ad,-0.009006572,3,spectral,0,"[2 0 2 0 0 0 2 0 0 2 2 0 0 0 0 0 0 0 2 2 2 2 0 2 0 0 2 0 2 2 2 2 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0
 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 2 2 2 0 0 2 2 2 0 0 0 0
 2 0 0 2 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 2 0 0 2 0 2 0 0
 2 0 0 0 0 0 2 0 0 0 0 0 2 2 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 1 1 1 1 0 1 0 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[8 5 8 5 5 8 8 5 5 5 8 5 5 5 1 5 5 5 8 8 8 8 0 8 5 5 5 8 8 8 8 8 0 0 5 0 0
 0 0 6 0 5 0 0 0 0 0 6 6 0 0 0 6 0 6 6 6 0 5 7 7 1 7 6 7 5 7 1 7 7 7 7 7 8
 7 7 5 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 1 7 7 7 1 7 7 2 7 7 1 7 7 7 1 7 1
 7 7 7 7 7 7 7 7 7 7 1 2 6 2 6 6 1 6 1 7 7 3 2 7 1 1 5 7 1 5 7 5 7 5 1 1 8
 5 1 1 5 5 5 7 1 1 5 1 5 1 7 7 7 7 5 7 7 7 7 7 7 1 5 1 7 5 1 1 1 1 7 1 1 1
 1 5 7 1 1 1 1 7 1 1 1 1 1 1 5 1 1 1 5 5 5 5 1 1 7 1 1 2 7 2 2 7 8 2 7 7 2
 8 2 7 2 8 2 2 2 7 2 7 7 7 7 7 7 2 7 7 2 7 7 7 6 2 8 8 8 7 2 8 8 8 2 7 7 7
 8 7 5 8 7 7 7 7 7 7 8 7 1 7 5 7 7 7 7 7 7 7 7 7 5 8 7 8 7 8 7 5 8 7 8 5 7
 8 1 7 7 7 7 8 1 7 7 7 5 8 8 7 7 5 1 1 1 1 6 6 1 1 7 1 7 7 6 7 7 1 7 1 1 4
 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 3
 3 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3
 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3]"
5,darmanis_brain.h5ad,0.047224592,3,gm,0,"[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 1 1
 1 2 2 1 1 2 1 1 1 1 1 2 2 1 1 1 2 2 2 2 1 1 1 1 0 1 2 1 1 1 0 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 0
 1 1 1 1 1 1 1 1 1 1 0 1 2 1 2 2 0 2 0 1 1 1 1 1 0 0 1 1 0 0 1 1 1 1 0 0 1
 1 0 0 1 1 0 1 0 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 0 0 0 0 1 1 0 1
 0 1 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1 1 1 2 0 0 1 0 0 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 2 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 0 0 2 2 0 0 1 0 1 1 2 1 1 0 1 0 0 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[8 5 8 5 5 8 8 5 5 5 8 5 5 5 1 5 5 5 8 8 8 8 0 8 5 5 5 8 8 8 8 8 0 0 5 0 0
 0 0 6 0 5 0 0 0 0 0 6 6 0 0 0 6 0 6 6 6 0 5 7 7 1 7 6 7 5 7 1 7 7 7 7 7 8
 7 7 5 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 1 7 7 7 1 7 7 2 7 7 1 7 7 7 1 7 1
 7 7 7 7 7 7 7 7 7 7 1 2 6 2 6 6 1 6 1 7 7 3 2 7 1 1 5 7 1 5 7 5 7 5 1 1 8
 5 1 1 5 5 5 7 1 1 5 1 5 1 7 7 7 7 5 7 7 7 7 7 7 1 5 1 7 5 1 1 1 1 7 1 1 1
 1 5 7 1 1 1 1 7 1 1 1 1 1 1 5 1 1 1 5 5 5 5 1 1 7 1 1 2 7 2 2 7 8 2 7 7 2
 8 2 7 2 8 2 2 2 7 2 7 7 7 7 7 7 2 7 7 2 7 7 7 6 2 8 8 8 7 2 8 8 8 2 7 7 7
 8 7 5 8 7 7 7 7 7 7 8 7 1 7 5 7 7 7 7 7 7 7 7 7 5 8 7 8 7 8 7 5 8 7 8 5 7
 8 1 7 7 7 7 8 1 7 7 7 5 8 8 7 7 5 1 1 1 1 6 6 1 1 7 1 7 7 6 7 7 1 7 1 1 4
 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 3
 3 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3
 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3]"
6,darmanis_brain.h5ad,0.0017979849,4,kmeans,0,"[3 1 3 1 1 1 3 1 3 3 3 1 1 1 1 1 1 1 3 3 3 3 1 3 1 1 3 1 3 3 3 3 2 1 2 1 1
 1 2 2 1 1 2 1 1 1 1 1 2 2 1 1 3 2 2 2 2 1 1 1 1 0 1 2 1 1 1 0 1 1 1 1 1 3
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 0
 1 1 1 1 1 1 1 1 1 1 0 1 2 1 2 2 0 2 0 1 1 1 1 1 0 0 1 1 0 0 1 1 1 1 0 0 3
 1 0 0 1 1 0 1 0 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 0 0 0 0 1 1 0 1
 0 1 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1 1 1 2 0 0 1 0 0 1 1 3 1 1 3 1 1 1 1
 3 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 3 1 1 3 1 1 1 2 1 3 3 3 1 1 3 3 3 1 1 1 1
 3 1 1 3 1 2 1 1 1 1 3 1 3 1 1 1 1 1 1 1 1 1 1 1 1 3 1 3 1 3 1 1 3 1 3 1 1
 3 0 1 1 1 1 3 0 1 1 1 1 3 3 1 1 1 0 0 0 0 2 2 0 0 1 0 1 1 2 1 1 0 1 0 0 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[8 5 8 5 5 8 8 5 5 5 8 5 5 5 1 5 5 5 8 8 8 8 0 8 5 5 5 8 8 8 8 8 0 0 5 0 0
 0 0 6 0 5 0 0 0 0 0 6 6 0 0 0 6 0 6 6 6 0 5 7 7 1 7 6 7 5 7 1 7 7 7 7 7 8
 7 7 5 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 1 7 7 7 1 7 7 2 7 7 1 7 7 7 1 7 1
 7 7 7 7 7 7 7 7 7 7 1 2 6 2 6 6 1 6 1 7 7 3 2 7 1 1 5 7 1 5 7 5 7 5 1 1 8
 5 1 1 5 5 5 7 1 1 5 1 5 1 7 7 7 7 5 7 7 7 7 7 7 1 5 1 7 5 1 1 1 1 7 1 1 1
 1 5 7 1 1 1 1 7 1 1 1 1 1 1 5 1 1 1 5 5 5 5 1 1 7 1 1 2 7 2 2 7 8 2 7 7 2
 8 2 7 2 8 2 2 2 7 2 7 7 7 7 7 7 2 7 7 2 7 7 7 6 2 8 8 8 7 2 8 8 8 2 7 7 7
 8 7 5 8 7 7 7 7 7 7 8 7 1 7 5 7 7 7 7 7 7 7 7 7 5 8 7 8 7 8 7 5 8 7 8 5 7
 8 1 7 7 7 7 8 1 7 7 7 5 8 8 7 7 5 1 1 1 1 6 6 1 1 7 1 7 7 6 7 7 1 7 1 1 4
 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 3
 3 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3
 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3]"
